Certificate Number,Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,Status,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance,Georeference
24-64R85-CR,SUMMIT STRUCTURAL BUILDERS LLC,NO DBA,LLC,No,No,None Listed,4 DUKE ST,NOT APPLICABLE,FARMINGVILLE,NY,11738,5168805182,12/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.05187 40.84349)
24-64BN8-CR,SUMNER LEIGH SYSTEMS INC,NO DBA,Corporation,No,No,None Listed,1 WHIPPLE LN,NOT APPLICABLE,ROCHESTER,NY,14622,5853364300,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No,POINT (-77.56593 43.2032)
25-64IV4-CR,SUNATION ENERGY INC,NO DBA,Corporation,No,Yes,Scott  Maskin,171 REMINGTON BLVD,NOT APPLICABLE,RONKONKOMA,NY,11779,6317509454,2/4/2025,2/4/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No,POINT (-73.13037 40.79001)
25-64VE4-CR,SUNBELT RENTALS INC,NO DBA,Corporation,No,No,None Listed,1799 INNOVATION PT,NOT APPLICABLE,FORT MILL,SC,29715,8034878239,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-80.9606 35.03079)
25-64ZUA-CR,SUNCOAST REINFORCING LLC,NO DBA,LLC,No,No,None Listed,590 LEXINGTON AVE,NOT APPLICABLE,MANSFIELD,OH,44907,2074502598,2/11/2025,2/11/2027,Active,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-82.52856 40.73933)
24-6488J-CR,SUNDANCE ENERGY CONTRACTORS DBA MARKLEY MECHANICAL,SUNDANCE ENERGY CONTRACTORS DBA MARKLEY MECHANICAL,Corporation,No,No,None Listed,424 CENTRAL AVE,NOT APPLICABLE,PEEKSKILL,NY,10566,9147880536,12/27/2024,12/27/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-73.92703 41.28903)
25-64TAF-CR,SUNDEEP CONSTRUCTION CO INC,SUNDEEP CONSTRUCTION CO INC,Corporation,Yes,No,None Listed,BLDG 131 STE F,NOT APPLICABLE,BROOKLYN,NY,11205,7182228916,1/24/2025,1/24/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-639HK-CR,SUNDOWN FLOORS LLC,NO DBA,LLC,No,No,None Listed,44 HARRIMAN RD EXT,NOT APPLICABLE,AVERILL PARK,NY,12018,5184240736,12/12/2024,12/29/2026,Active,No,Other,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.56425 42.612)
24-6366Y-CR,SUN ENVIRONMENTAL CORP,NO DBA,Unknown,No,No,None Listed,4655 CROSSROADS PARK DR,NOT APPLICABLE,LIVERPOOL,NY,13088,3152186995,12/11/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,No,No,No,Yes,No,POINT (-76.19367 43.12464)
24-6488Y-CR,SUN GENERAL CONSTRUCTION INC,NO DBA,Corporation,Yes,No,None Listed,21208 99TH AVE,NOT APPLICABLE,QUEENS VILLAGE,NY,11429,7184644600,12/27/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.74644 40.71426)
24-64FLQ-CR,SUNRISE ELECTRICAL SERVICES LLC,SUNRISE POWER SOLUTIONS,LLP,No,No,None Listed,923A MOTOR PKWY,NOT APPLICABLE,HAUPPAUGE,NY,11788,6312542968,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.22931 40.80319)
25-64VYO-CR,SUNRISE OFFICE SERVICES INC,NO DBA,Corporation,No,No,None Listed,730 RICHMOND TER,NOT APPLICABLE,STATEN ISLAND,NY,10301,7184422800,1/6/2025,1/6/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.0967 40.64476)
24-63HPT-CR,SUNRISE SEALCOATING AND ASPHALT MAINTENANCE CORP,NO DBA,Corporation,Yes,No,None Listed,2740 EAST MILL RD,NOT APPLICABLE,MATTITUCK,NY,11952,6312843206,12/5/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No,POINT (-72.54245 41.00986)
24-64G7H-CR,SUNSHINE ENVIRONMENTAL SOLUTIONS LLC,SUNSHINE ENVIRONMENTAL SOLUTIONS LLC,LLC,Yes,No,None Listed,80 E EAST JEFRYN BLVD,SUITE E,DEER PARK,NY,11729,6313202350,12/26/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.29787 40.75765)
25-64QOS-CR,SUN STAR INDUSTRIES CORPORATION,NO DBA,Corporation,Yes,No,None Listed,20235 FOOTHILL AVE,B71,HOLLIS,NY,11423,7184640330,1/14/2025,1/14/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.76179 40.72098)
24-63A8T-CR,SUNSTREAM CORPORATION,NO DBA,Corporation,No,No,None Listed,6 SPRING FRST AVE,NOT APPLICABLE,BINGHAMTON,NY,13905,6077244400,11/21/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-75.91861 42.10946)
24-63357-CR,SUN UP CONSTRUCTION CORP,NO DBA,Corporation,No,No,None Listed,7 VIOLA CT,NOT APPLICABLE,WAPPINGERS FALLS,NY,12590,8452401883,11/27/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.82532 41.61866)
24-64RGN-CR,SUPERIOR ACOUSTICS INC,SUPERIOR ACOUSTICS INC,Corporation,No,No,None Listed,25 NEWBRIDGE RD,SUITE 204,HICKSVILLE,NY,11801,2126854681,12/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.52685 40.76796)
25-64IU1-CR,SUPERIOR OVERHEAD GARAGE DOOR CO INC,NO DBA,Corporation,No,No,None Listed,309 MAGNOLIA DR,NOT APPLICABLE,SELDEN,NY,11784,6315885700,2/5/2025,2/5/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.04493 40.88622)
25-64Q3R-CR,SUPERIOR ROOFING OF ULSTER COUNTY INC,NO DBA,Corporation,No,No,None Listed,1029 KINGS HWY,NOT APPLICABLE,SAUGERTIES,NY,12477,8452469435,1/15/2025,1/15/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.97856 42.06013)
25-64UU5-CR,SUPERIOR UNIVERSAL WOODWORKS LLC,SUPERIOR UNIVERSAL KITCHEN AND BATH,LLC,No,No,None Listed,1035 REIN RD,NOT APPLICABLE,CHEEKTOWAGA,NY,14225,7168686035,1/30/2025,1/30/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.70987 42.9414)
25-64KXX-CR,SUPERIOR UTILITY SERVICES LLC,NO DBA,LLC,No,No,None Listed,599 HOLLAND RD,NOT APPLICABLE,ARCADE,NY,14009,7167830170,1/4/2025,1/4/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.43755 42.67279)
24-639DC-CR,SUPERIOR WASTE AND CARTING INC,NO DBA,Corporation,Yes,No,None Listed,634 ROUTE 303,NOT APPLICABLE,BLAUVELT,NY,10913,8456806012,12/11/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.95092 41.0832)
25-64T3B-CR,SUPERIOR WINDOWS,NO DBA,LLC,No,No,None Listed,9 OVAL CT,NOT APPLICABLE,STONY BROOK,NY,11790,6314572138,1/24/2025,1/24/2027,Active,No,Sole Proprietor,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.12336 40.88378)
24-64RXS-CR,SUPER SEAL SEALCOATING LLC,NO DBA,LLC,No,No,None Listed,PO BOX 925,NOT APPLICABLE,PENFIELD,NY,14526,5852485770,12/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
25-64U7O-CR,SUPREME GROUP INC,NO DBA,Corporation,No,No,None Listed,175 ENGINEERS RD,SUITE 100,HAUPPAUGE,NY,11788,6318804770,1/30/2025,1/30/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No,POINT (-73.24086 40.81396)
24-64RRV-CR,SUPREME SECURITY SERVICES INC,SUPREME A SECURITY LLC,Corporation,Yes,No,None Listed,1931 MOTT AVE,APT 405,FAR ROCKAWAY,NY,11691,7186009919,12/19/2024,12/29/2026,Active,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.75254 40.60404)
24-63975-CR,SURE SHOT TERMITE  PEST CONTROL INC,NO DBA,Corporation,No,No,None Listed,15821 HORACE HARDING EXP,NOT APPLICABLE,FLUSHING+,NY,11365,7183597114,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.80968 40.73885)
24-633QX-CR,SURE TEMP CO INC,SURE TEMP CO INC,Corporation,No,No,None Listed,4347 LK AVE,NOT APPLICABLE,BINGHAMTON,NY,13905,6077296800,11/26/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,No,No,No,Yes,No,POINT (-75.94292 42.11347)
25-64J4H-CR,SURFACE 3 MEETING ROOM LLC,NO DBA,LLC,Yes,No,None Listed,208 BEACH 3RD ST,NOT APPLICABLE,FAR ROCKAWAY,NY,11691,7187597079,1/2/2025,1/2/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.73892 40.5961)
25-64VIA-CR,SURFACE AMERICA INC,NO DBA,Corporation,No,No,None Listed,PO BOX 157,NOT APPLICABLE,WILLIAMSVILLE,NY,14213,8009990555,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-6331N-CR,SURFACE DESIGN SOLUTIONS LLC,NO DBA,LLC,Yes,No,None Listed,PO BOX 730,NOT APPLICABLE,HENRIETTA,NY,14467,5854440105,11/26/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-64YD9-CR,SURFACE PREPARATION TECHNOLOGIES LLC,NO DBA,LLC,No,No,None Listed,PO BOX 834,NOT APPLICABLE,NEW KINGSTOWN,PA,17072,7176971450,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-64F37-CR,SURIANELLO GENERAL CONCRETE CONTRACTOR INC,NO DBA,Corporation,No,No,None Listed,635 WYOMING AVE,NOT APPLICABLE,BUFFALO,NY,14215,7168377710,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.8243 42.93213)
24-64GVZ-CR,SUSTAINABLE ENERGY DEVELOPMENTS INC,GREENSPARK SOLAR,Corporation,No,No,None Listed,318 TIMOTHY LN,NOT APPLICABLE,ONTARIO,NY,14519,5852652384,12/24/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-77.36372 43.22678)
24-6366Z-CR,SUTTON PAVING  EXCAVATION INC,NO DBA,Sole Proprietorship,No,No,None Listed,PO BOX 253,NOT APPLICABLE,EAST AMHERST,NY,14051,7165421272,12/11/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-63HS4-CR,SWAN EQUIPMENT  TRUCKING LLC,NO DBA,LLC,No,No,None Listed,1823 LAKEVILLE RD,NOT APPLICABLE,AVON,NY,14414,5852262506,12/5/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.70672 42.90349)
25-64VFH-CR,SWANK CONSTRUCTION COMPANY LLC,NO DBA,LLC,No,No,None Listed,632 HUNT VALLEY CIR,NOT APPLICABLE,NEW KENSINGTON,PA,15068,7243356000,1/6/2025,1/7/2027,Active,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-79.64495 40.5295)
24-64YZ4-CR,SWAN PAINTING INC,NO DBA,Corporation,No,No,None Listed,3103 NORTH MAIN,NOT APPLICABLE,JAMESTOWN,NY,14701,7164831200,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-79.24191 42.13266)
24-64YYQ-CR,SWAN TRUCKING WEST INC,NO DBA,Corporation,No,No,None Listed,77 W DRULLARD AVE,NOT APPLICABLE,LANCASTER,NY,14086,7166813386,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.67763 42.91062)
25-64KU1-CR,SWARAN CONSTRUCTION CORP,NO DBA,Corporation,Yes,No,None Listed,9419 109TH ST,NOT APPLICABLE,S RICHMOND HILL,NY,11419,9176224060,1/5/2025,1/5/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.83633 40.69095)
24-64YG3-CR,SWARTHOUT RECYCLING LLC,NO DBA,LLP,No,No,None Listed,1514 COUNTY RD 19,NOT APPLICABLE,BEAVER DAMS,NY,14812,6079360013,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.957 42.30714)
24-639NR-CR,SW BURKE ELECTRIC LLC,BURKE ELECTRIC LLC,LLC,No,No,None Listed,4 WOLFERT AVE,SUITE 2,MENANDS,NY,12204,5184874236,12/11/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.73596 42.67751)
24-64GZQ-CR,SW CONTRACTING AND CONSULTING INC,NO DBA,Corporation,No,No,None Listed,501 EAST 87TH ST,17E,NEW YORK,NY,10128,9172420559,12/26/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.94634 40.77649)
24-64YVJ-CR,SWEET GROUP OF NEW YORK LLC,NO DBA,LLC,No,No,None Listed,5 HANOVER SQ,17TH FLOOR,NEW YORK,NY,10004,2129292100,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.00974 40.70477)
25-64AYN-CR,SWEET HOLLOW MANAGEMENT CORP,SWEET HOLLOW MANAGEMENT CORPORATION,Corporation,Yes,No,None Listed,1 SCHWAB RD,SUITE 7,MELVILLE,NY,11747,6314272350,2/12/2025,2/12/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.40971 40.8147)
24-635GN-CR,SWEETING ENTERPRISES INC,SWEETING ENTERPRISES,Corporation,No,No,None Listed,87 GARY DR,NOT APPLICABLE,BROCKPORT,NY,14420,5857389398,12/3/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.93937 43.20136)
25-64PS6-CR,SWIMMING POOL SERVICE TECHNICIANS INC,NO DBA,Corporation,No,No,None Listed,PO BOX 525,NOT APPLICABLE,MONTGOMERY,NY,12549,9144430241,1/13/2025,1/13/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-64ES5-CR,SWINERTON BUILDERS,NO DBA,Corporation,No,No,None Listed,2001 CLAYTON RD,7TH FLOOR,CONCORD,CA,94520,9256026400,12/30/2024,12/30/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-122.03316 37.97454)
25-64UZB-CR,SWITCH TECHNOLOGIES INC,NO DBA,Corporation,No,No,None Listed,PO BOX 5529,NOT APPLICABLE,ROCKY POINT,NY,11778,6312284405,1/30/2025,1/30/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-64GZA-CR,SW SERVICES LLC,NO DBA,LLC,No,No,None Listed,6057 CORPORATE DR,NOT APPLICABLE,EAST SYRACUSE,NY,13057,3154140494,12/26/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.08663 43.1027)
24-637KY-CR,SYCAMORE HILL ENVIRONMENTAL INC,NO DBA,Corporation,No,No,None Listed,6573 HERMAN RD,NOT APPLICABLE,WARNERS,NY,13164,3156728055,12/6/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-76.3097 43.0891)
24-63ZYQ-CR,SY KIM LAND SURVEYOR PC,SANG Y KIM LAND SURVEYOR PC,Corporation,Yes,No,None Listed,424 N GREENBUSH RD,NOT APPLICABLE,RENSSELAER,NY,12144,5187853969,11/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.69156 42.66406)
24-64JDU-CR,SYMBRANT AVIATION SERVICES INC,NO DBA,Corporation,No,No,None Listed,16 COMMERCE DR,NOT APPLICABLE,FARMINGDALE,NY,11735,6314147077,12/31/2024,12/31/2026,Active,No,Other,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.40684 40.75386)
24-648KS-CR,SYMBRANT TECHNOLOGIES INC,NO DBA,Corporation,No,No,None Listed,PO BOX 711,NOT APPLICABLE,MELVILLE,NY,11747,6314147077,12/27/2024,12/29/2026,Active,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
25-64J9A-CR,SYRACUSA SAND AND GRAVEL INC,SYRACUSA SAND  GRAVEL INC,Corporation,No,No,None Listed,PO BOX 2,NOT APPLICABLE,VICTOR,NY,14564,5859247146,1/3/2025,1/3/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-64GL1-CR,SYRACUSE BUSINESS CENTER INC,NO DBA,Corporation,Yes,No,None Listed,750 W GENESSE ST,NOT APPLICABLE,SYRACUSE,NY,13204,3154221076,12/26/2024,12/29/2026,Active,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.16478 43.05412)
25-64VQN-CR,SYRACUSE BUSINESS SERVICES INC,ZOEY ADVERTISING,Corporation,No,No,None Listed,906 SPENCER ST,SUITE 206,SYRACUSE,NY,13204,3154717700,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.17405 43.05755)
24-637FY-CR,SYRACUSE ELEVATOR CO LLC,NO DBA,LLC,No,No,None Listed,3970 N MAIN ST EXT,NOT APPLICABLE,JAMESTOWN,NY,14701,3154140863,12/6/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-79.25483 42.17185)
24-63SKD-CR,SYRACUSE SCENERY AND STAGE LIGHTING COMPANY INC,NO DBA,Corporation,Yes,No,None Listed,101 MONARCH DR,NOT APPLICABLE,LIVERPOOL,NY,13088,3154538096,11/15/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.19893 43.11261)
25-64QLS-CR,SYRACUSE SHEET METAL CO INC,NO DBA,Corporation,No,No,None Listed,411 CAMBRIDGE AVE,NOT APPLICABLE,SYRACUSE,NY,13208,3154540885,1/15/2025,1/15/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-76.13998 43.09158)
24-63SNK-CR,SYRACUSE SIGNAL SYSTEMS INC,NO DBA,Corporation,No,No,None Listed,410 MARCELLUS ST,NOT APPLICABLE,SYRACUSE,NY,13204,3154268712,11/15/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.16422 43.04641)
24-63SNH-CR,SYRACUSE TIME  ALARM CO INC,NO DBA,Corporation,No,No,None Listed,2201 BURNET AVE,NOT APPLICABLE,SYRACUSE,NY,13206,3154331234,11/15/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.1051 43.05832)
24-64F6O-CR,SYRACUSE UTILITIES LLC,SYRACUSE UTILITIES LLC,LLC,No,No,None Listed,PO BOX 587,9559 BREWERTON RD,BREWERTON,NY,13029,3156762021,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-634SJ-CR,SYRSTONE INC,SYRSTONE INC,Corporation,Yes,No,None Listed,7395 TAFT PARK DR,NOT APPLICABLE,EAST SYRACUSE,NY,13057,3154587723,12/2/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-76.07213 43.12811)
24-64F6G-CR,T2 ENGINEERING SERVICES PC,NO DBA,Corporation,No,No,None Listed,7 NEIL CT,NOT APPLICABLE,OCEANSIDE,NY,11572,7572273882,12/23/2024,12/29/2026,Active,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.63414 40.62328)
25-64PFX-CR,T2 OF ULSTER COUNTY LLC,NO DBA,Sole Proprietorship,No,No,None Listed,452 PLAINS RD,NOT APPLICABLE,WALKILL,NY,12589,8458635925,1/10/2025,1/10/2027,Active,No,Sole Proprietor,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,No,Yes,POINT (-74.14178 41.59877)
24-64YSB-CR,TA AHERN CONTRACTORS CORP,NO DBA,Corporation,No,No,None Listed,2 SEAVIEW BLVD,SUITE 300,PORT WASHINGTON,NY,11050,7186395880,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,No,No,Yes,No,POINT (-73.65721 40.815)
24-648C6-CR,TABB CONTRACTING INC,NO DBA,Unknown,Yes,No,None Listed,212 DARWIN AVE,NOT APPLICABLE,RUTHERFORD,NJ,07070,2015522650,12/27/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.1227 40.83808)
25-64AU7-CR,TACONIC ELEVATOR COMPANY INC,NO DBA,Corporation,No,No,None Listed,1035 DUTCHESS TPKE,NOT APPLICABLE,POUGHKEEPSIE,NY,12603,8457041365,2/13/2025,2/13/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.86012 41.71532)
24-64BG3-CR,TACONIC HEATING  COOLING CORP,NO DBA,Corporation,No,No,None Listed,9 DOGWOOD RD,NOT APPLICABLE,CORTLANDT MANOR,NY,10567,9147349300,12/15/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No,POINT (-73.92275 41.30609)
25-64UFB-CR,T  A CONSTRUCTION INC,NO DBA,Corporation,No,No,None Listed,910 WEST DOVER RD,NOT APPLICABLE,PAWLING,NY,12564,8458039550,1/29/2025,1/29/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.6003 41.63383)
